kecamatan,puskesmas,kelurahan,bulan,jml_posyandu,balita_ada,total_stunting,total_kasus_baru,total_lulus_unified,prevalensi_stunting,tren_stunting,capaian_imunisasi,latitude,longitude
GENUK,GENUK,Genuksari,Januari,13,1112.0,3,0.0,3.0,0.002697841726618705,-0.37412587412587406,98.0,"-6,9666","110,47"
GENUK,GENUK,Genuksari,Februari,13,1112.0,28,5.0,3.0,0.025179856115107913,-0.37412587412587406,96.0,"-6,9666","110,47"
GENUK,GENUK,Genuksari,Maret,13,1112.0,9,0.0,0.0,0.008093525179856115,-0.37412587412587406,95.0,"-6,9666","110,47"
GENUK,GENUK,Genuksari,April,13,1112.0,9,0.0,0.0,0.008093525179856115,-0.37412587412587406,97.0,"-6,9666","110,47"
GENUK,GENUK,Genuksari,Mei,13,1112.0,8,0.0,0.0,0.007194244604316547,-0.37412587412587406,98.0,"-6,9666","110,47"
GENUK,GENUK,Genuksari,Juni,13,1112.0,10,0.0,0.0,0.008992805755395683,-0.37412587412587406,100.0,"-6,9666","110,47"
GENUK,GENUK,Genuksari,Juli,13,1112.0,10,,0.0,0.008992805755395683,-0.37412587412587406,94.0,"-6,9666","110,47"
GENUK,GENUK,Genuksari,Agustus,13,1112.0,9,0.0,0.0,0.008093525179856115,-0.37412587412587406,100.0,"-6,9666","110,47"
GENUK,GENUK,Genuksari,September,13,1112.0,8,0.0,0.0,0.007194244604316547,-0.37412587412587406,99.0,"-6,9666","110,47"
GENUK,GENUK,Genuksari,Oktober,13,1112.0,9,0.0,0.0,0.008093525179856115,-0.37412587412587406,0.0,"-6,9666","110,47"
GENUK,GENUK,Genuksari,November,13,1112.0,9,0.0,0.0,0.008093525179856115,-0.37412587412587406,0.0,"-6,9666","110,47"
GENUK,GENUK,Genuksari,Desember,13,1112.0,9,0.0,0.0,0.008093525179856115,-0.37412587412587406,0.0,"-6,9666","110,47"
SEMARANG BARAT,LEBDOSARI,Gisikdrono,Januari,13,830.0,15,0.0,0.0,0.018072289156626505,0.6503496503496504,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Gisikdrono,Februari,13,830.0,6,7.0,7.0,0.007228915662650603,0.6503496503496504,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Gisikdrono,Maret,13,830.0,9,5.0,9.0,0.010843373493975903,0.6503496503496504,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Gisikdrono,April,13,830.0,8,3.0,4.0,0.00963855421686747,0.6503496503496504,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Gisikdrono,Mei,13,830.0,10,0.0,0.0,0.012048192771084338,0.6503496503496504,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Gisikdrono,Juni,13,830.0,9,0.0,1.0,0.010843373493975903,0.6503496503496504,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Gisikdrono,Juli,13,830.0,8,0.0,1.0,0.00963855421686747,0.6503496503496504,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Gisikdrono,Agustus,13,830.0,11,3.0,0.0,0.01325301204819277,0.6503496503496504,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Gisikdrono,September,13,830.0,13,3.0,1.0,0.01566265060240964,0.6503496503496504,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Gisikdrono,Oktober,13,830.0,16,5.0,2.0,0.01927710843373494,0.6503496503496504,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Gisikdrono,November,13,830.0,17,1.0,0.0,0.020481927710843374,0.6503496503496504,0.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Gisikdrono,Desember,13,830.0,16,0.0,1.0,0.01927710843373494,0.6503496503496504,0.0,"-6,9942","110,3797"
NGALIYAN,NGALIYAN,Gondoriyo,Januari,12,737.0,1,0.0,0.0,0.0013568521031207597,0.24475524475524477,98.0,"-6,9977","110,3462"
NGALIYAN,NGALIYAN,Gondoriyo,Februari,12,737.0,1,,,0.0013568521031207597,0.24475524475524477,99.0,"-6,9977","110,3462"
NGALIYAN,NGALIYAN,Gondoriyo,Maret,12,737.0,1,,,0.0013568521031207597,0.24475524475524477,100.0,"-6,9977","110,3462"
NGALIYAN,NGALIYAN,Gondoriyo,April,12,737.0,1,0.0,0.0,0.0013568521031207597,0.24475524475524477,100.0,"-6,9977","110,3462"
NGALIYAN,NGALIYAN,Gondoriyo,Mei,12,737.0,1,0.0,0.0,0.0013568521031207597,0.24475524475524477,100.0,"-6,9977","110,3462"
NGALIYAN,NGALIYAN,Gondoriyo,Juni,12,737.0,3,2.0,0.0,0.004070556309362279,0.24475524475524477,100.0,"-6,9977","110,3462"
NGALIYAN,NGALIYAN,Gondoriyo,Juli,12,737.0,3,1.0,1.0,0.004070556309362279,0.24475524475524477,100.0,"-6,9977","110,3462"
NGALIYAN,NGALIYAN,Gondoriyo,Agustus,12,737.0,3,0.0,0.0,0.004070556309362279,0.24475524475524477,100.0,"-6,9977","110,3462"
NGALIYAN,NGALIYAN,Gondoriyo,September,12,737.0,3,0.0,0.0,0.004070556309362279,0.24475524475524477,100.0,"-6,9977","110,3462"
NGALIYAN,NGALIYAN,Gondoriyo,Oktober,12,737.0,3,0.0,0.0,0.004070556309362279,0.24475524475524477,0.0,"-6,9977","110,3462"
NGALIYAN,NGALIYAN,Gondoriyo,November,12,737.0,3,0.0,0.0,0.004070556309362279,0.24475524475524477,0.0,"-6,9977","110,3462"
NGALIYAN,NGALIYAN,Gondoriyo,Desember,12,737.0,3,0.0,0.0,0.004070556309362279,0.24475524475524477,0.0,"-6,9977","110,3462"
GUNUNGPATI,GUNUNGPATI,Gunungpati,Januari,12,511.0,3,0.0,0.0,0.005870841487279843,-0.20629370629370627,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Gunungpati,Februari,12,511.0,3,,,0.005870841487279843,-0.20629370629370627,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Gunungpati,Maret,12,511.0,3,,,0.005870841487279843,-0.20629370629370627,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Gunungpati,April,12,511.0,2,,1.0,0.003913894324853229,-0.20629370629370627,99.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Gunungpati,Mei,12,511.0,2,,,0.003913894324853229,-0.20629370629370627,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Gunungpati,Juni,12,511.0,1,0.0,0.0,0.0019569471624266144,-0.20629370629370627,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Gunungpati,Juli,12,511.0,1,0.0,0.0,0.0019569471624266144,-0.20629370629370627,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Gunungpati,Agustus,12,511.0,1,0.0,0.0,0.0019569471624266144,-0.20629370629370627,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Gunungpati,September,12,511.0,2,1.0,0.0,0.003913894324853229,-0.20629370629370627,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Gunungpati,Oktober,12,511.0,2,0.0,0.0,0.003913894324853229,-0.20629370629370627,0.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Gunungpati,November,12,511.0,0,0.0,1.0,0.0,-0.20629370629370627,0.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Gunungpati,Desember,12,511.0,1,1.0,0.0,0.0019569471624266144,-0.20629370629370627,0.0,"-7,094","110,3343"
BANYUMANIK,PADANGSARI,Jabungan,Januari,9,275.0,12,1.0,3.0,0.04363636363636364,0.6013986013986014,92.0,"-7,0706","110,4217"
BANYUMANIK,PADANGSARI,Jabungan,Februari,9,275.0,12,0.0,0.0,0.04363636363636364,0.6013986013986014,95.0,"-7,0706","110,4217"
BANYUMANIK,PADANGSARI,Jabungan,Maret,9,275.0,12,0.0,0.0,0.04363636363636364,0.6013986013986014,93.0,"-7,0706","110,4217"
BANYUMANIK,PADANGSARI,Jabungan,April,9,275.0,11,0.0,0.0,0.04,0.6013986013986014,94.0,"-7,0706","110,4217"
BANYUMANIK,PADANGSARI,Jabungan,Mei,9,275.0,10,0.0,0.0,0.03636363636363636,0.6013986013986014,95.0,"-7,0706","110,4217"
BANYUMANIK,PADANGSARI,Jabungan,Juni,9,275.0,11,0.0,1.0,0.04,0.6013986013986014,96.0,"-7,0706","110,4217"
BANYUMANIK,PADANGSARI,Jabungan,Juli,9,275.0,11,1.0,0.0,0.04,0.6013986013986014,95.0,"-7,0706","110,4217"
BANYUMANIK,PADANGSARI,Jabungan,Agustus,9,275.0,20,11.0,1.0,0.07272727272727272,0.6013986013986014,0.0,"-7,0706","110,4217"
BANYUMANIK,PADANGSARI,Jabungan,September,9,275.0,19,2.0,3.0,0.06909090909090909,0.6013986013986014,0.0,"-7,0706","110,4217"
BANYUMANIK,PADANGSARI,Jabungan,Oktober,9,275.0,18,1.0,2.0,0.06545454545454546,0.6013986013986014,0.0,"-7,0706","110,4217"
BANYUMANIK,PADANGSARI,Jabungan,November,9,275.0,15,1.0,2.0,0.05454545454545454,0.6013986013986014,0.0,"-7,0706","110,4217"
BANYUMANIK,PADANGSARI,Jabungan,Desember,9,275.0,15,0.0,0.0,0.05454545454545454,0.6013986013986014,0.0,"-7,0706","110,4217"
SEMARANG TENGAH,MIROTO,Jagalan,Januari,6,233.0,3,0.0,0.0,0.012875536480686695,0.01748251748251748,96.0,"-6,9745","110,3998"
SEMARANG TENGAH,MIROTO,Jagalan,Februari,6,233.0,3,1.0,1.0,0.012875536480686695,0.01748251748251748,99.0,"-6,9745","110,3998"
SEMARANG TENGAH,MIROTO,Jagalan,Maret,6,233.0,4,0.0,2.0,0.017167381974248927,0.01748251748251748,100.0,"-6,9745","110,3998"
SEMARANG TENGAH,MIROTO,Jagalan,April,6,233.0,1,0.0,0.0,0.004291845493562232,0.01748251748251748,98.0,"-6,9745","110,3998"
SEMARANG TENGAH,MIROTO,Jagalan,Mei,6,233.0,1,0.0,0.0,0.004291845493562232,0.01748251748251748,100.0,"-6,9745","110,3998"
SEMARANG TENGAH,MIROTO,Jagalan,Juni,6,233.0,3,1.0,0.0,0.012875536480686695,0.01748251748251748,99.0,"-6,9745","110,3998"
SEMARANG TENGAH,MIROTO,Jagalan,Juli,6,233.0,2,0.0,1.0,0.008583690987124463,0.01748251748251748,97.0,"-6,9745","110,3998"
SEMARANG TENGAH,MIROTO,Jagalan,Agustus,6,233.0,2,0.0,0.0,0.008583690987124463,0.01748251748251748,98.0,"-6,9745","110,3998"
SEMARANG TENGAH,MIROTO,Jagalan,September,6,233.0,3,1.0,0.0,0.012875536480686695,0.01748251748251748,100.0,"-6,9745","110,3998"
SEMARANG TENGAH,MIROTO,Jagalan,Oktober,6,233.0,3,0.0,0.0,0.012875536480686695,0.01748251748251748,0.0,"-6,9745","110,3998"
SEMARANG TENGAH,MIROTO,Jagalan,November,6,233.0,3,0.0,0.0,0.012875536480686695,0.01748251748251748,0.0,"-6,9745","110,3998"
SEMARANG TENGAH,MIROTO,Jagalan,Desember,6,233.0,3,0.0,0.0,0.012875536480686695,0.01748251748251748,0.0,"-6,9745","110,3998"
TEMBALANG,KEDUNGMUNDU,Jangli,Januari,5,606.0,9,0.0,0.0,0.01485148514851485,-0.027972027972027986,89.0,-7.0246,110.4574
TEMBALANG,KEDUNGMUNDU,Jangli,Februari,5,606.0,9,0.0,0.0,0.01485148514851485,-0.027972027972027986,90.0,-7.0246,110.4574
TEMBALANG,KEDUNGMUNDU,Jangli,Maret,5,606.0,3,0.0,0.0,0.0049504950495049506,-0.027972027972027986,80.0,-7.0246,110.4574
TEMBALANG,KEDUNGMUNDU,Jangli,April,5,606.0,1,0.0,0.0,0.0016501650165016502,-0.027972027972027986,100.0,-7.0246,110.4574
TEMBALANG,KEDUNGMUNDU,Jangli,Mei,5,606.0,0,0.0,0.0,0.0,-0.027972027972027986,100.0,-7.0246,110.4574
TEMBALANG,KEDUNGMUNDU,Jangli,Juni,5,606.0,8,0.0,0.0,0.013201320132013201,-0.027972027972027986,100.0,-7.0246,110.4574
TEMBALANG,KEDUNGMUNDU,Jangli,Juli,5,606.0,8,2.0,0.0,0.013201320132013201,-0.027972027972027986,100.0,-7.0246,110.4574
TEMBALANG,KEDUNGMUNDU,Jangli,Agustus,5,606.0,4,,0.0,0.006600660066006601,-0.027972027972027986,100.0,-7.0246,110.4574
TEMBALANG,KEDUNGMUNDU,Jangli,September,5,606.0,4,0.0,0.0,0.006600660066006601,-0.027972027972027986,100.0,-7.0246,110.4574
TEMBALANG,KEDUNGMUNDU,Jangli,Oktober,5,606.0,5,3.0,2.0,0.00825082508250825,-0.027972027972027986,0.0,-7.0246,110.4574
TEMBALANG,KEDUNGMUNDU,Jangli,November,5,606.0,6,1.0,,0.009900990099009901,-0.027972027972027986,0.0,-7.0246,110.4574
TEMBALANG,KEDUNGMUNDU,Jangli,Desember,5,606.0,7,1.0,,0.01155115511551155,-0.027972027972027986,0.0,-7.0246,110.4574
MIJEN,MIJEN,Jatibarang,Januari,6,273.0,2,0.0,0.0,0.007326007326007326,0.17832167832167836,96.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatibarang,Februari,6,273.0,2,0.0,0.0,0.007326007326007326,0.17832167832167836,98.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatibarang,Maret,6,273.0,2,0.0,0.0,0.007326007326007326,0.17832167832167836,99.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatibarang,April,6,273.0,2,0.0,0.0,0.007326007326007326,0.17832167832167836,100.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatibarang,Mei,6,273.0,5,3.0,0.0,0.018315018315018316,0.17832167832167836,100.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatibarang,Juni,6,273.0,4,,1.0,0.014652014652014652,0.17832167832167836,100.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatibarang,Juli,6,273.0,4,0.0,0.0,0.014652014652014652,0.17832167832167836,100.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatibarang,Agustus,6,273.0,4,0.0,0.0,0.014652014652014652,0.17832167832167836,100.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatibarang,September,6,273.0,5,1.0,,0.018315018315018316,0.17832167832167836,100.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatibarang,Oktober,6,273.0,5,0.0,0.0,0.018315018315018316,0.17832167832167836,0.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatibarang,November,6,273.0,4,0.0,1.0,0.014652014652014652,0.17832167832167836,0.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatibarang,Desember,6,273.0,2,,2.0,0.007326007326007326,0.17832167832167836,0.0,"-7,0563","110,3141"
CANDISARI,CANDILAMA,Jatingaleh,Januari,10,,5,0.0,0.0,,0.10139860139860139,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jatingaleh,Februari,10,,5,0.0,0.0,,0.10139860139860139,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jatingaleh,Maret,10,,5,0.0,0.0,,0.10139860139860139,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jatingaleh,April,10,,5,0.0,0.0,,0.10139860139860139,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jatingaleh,Mei,10,,5,1.0,1.0,,0.10139860139860139,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jatingaleh,Juni,10,,6,1.0,0.0,,0.10139860139860139,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jatingaleh,Juli,10,,6,,0.0,,0.10139860139860139,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jatingaleh,Agustus,10,,6,0.0,0.0,,0.10139860139860139,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jatingaleh,September,10,,7,1.0,0.0,,0.10139860139860139,0.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jatingaleh,Oktober,10,,6,1.0,1.0,,0.10139860139860139,0.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jatingaleh,November,10,,6,0.0,0.0,,0.10139860139860139,0.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jatingaleh,Desember,10,,5,0.0,1.0,,0.10139860139860139,0.0,"-7,0134","110,4318"
GUNUNGPATI,GUNUNGPATI,Jatirejo,Januari,4,164.0,3,0.0,0.0,0.018292682926829267,0.02097902097902098,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Jatirejo,Februari,4,164.0,3,,,0.018292682926829267,0.02097902097902098,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Jatirejo,Maret,4,164.0,3,,,0.018292682926829267,0.02097902097902098,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Jatirejo,April,4,164.0,1,,1.0,0.006097560975609756,0.02097902097902098,99.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Jatirejo,Mei,4,164.0,1,,,0.006097560975609756,0.02097902097902098,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Jatirejo,Juni,4,164.0,3,0.0,1.0,0.018292682926829267,0.02097902097902098,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Jatirejo,Juli,4,164.0,4,1.0,1.0,0.024390243902439025,0.02097902097902098,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Jatirejo,Agustus,4,164.0,3,0.0,0.0,0.018292682926829267,0.02097902097902098,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Jatirejo,September,4,164.0,3,0.0,0.0,0.018292682926829267,0.02097902097902098,100.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Jatirejo,Oktober,4,164.0,3,0.0,0.0,0.018292682926829267,0.02097902097902098,0.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Jatirejo,November,4,164.0,3,0.0,0.0,0.018292682926829267,0.02097902097902098,0.0,"-7,094","110,3343"
GUNUNGPATI,GUNUNGPATI,Jatirejo,Desember,4,164.0,2,1.0,0.0,0.012195121951219513,0.02097902097902098,0.0,"-7,094","110,3343"
MIJEN,MIJEN,Jatisari,Januari,15,821.0,2,0.0,0.0,0.00243605359317905,0.45454545454545453,96.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatisari,Februari,15,821.0,6,0.0,4.0,0.007308160779537149,0.45454545454545453,98.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatisari,Maret,15,821.0,1,0.0,0.0,0.001218026796589525,0.45454545454545453,99.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatisari,April,15,821.0,2,0.0,0.0,0.00243605359317905,0.45454545454545453,100.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatisari,Mei,15,821.0,8,5.0,0.0,0.0097442143727162,0.45454545454545453,100.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatisari,Juni,15,821.0,6,,2.0,0.007308160779537149,0.45454545454545453,100.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatisari,Juli,15,821.0,6,1.0,1.0,0.007308160779537149,0.45454545454545453,100.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatisari,Agustus,15,821.0,6,6.0,0.0,0.007308160779537149,0.45454545454545453,100.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatisari,September,15,821.0,9,3.0,,0.010962241169305725,0.45454545454545453,100.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatisari,Oktober,15,821.0,6,1.0,4.0,0.007308160779537149,0.45454545454545453,0.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatisari,November,15,821.0,6,0.0,0.0,0.007308160779537149,0.45454545454545453,0.0,"-7,0563","110,3141"
MIJEN,MIJEN,Jatisari,Desember,15,821.0,8,2.0,,0.0097442143727162,0.45454545454545453,0.0,"-7,0563","110,3141"
TUGU,KARANGANYAR,Jerakah,Januari,3,170.0,7,1.0,0.0,0.041176470588235294,-0.048951048951048945,100.0,-6.971,110.3342
TUGU,KARANGANYAR,Jerakah,Februari,3,170.0,6,0.0,0.0,0.03529411764705882,-0.048951048951048945,100.0,-6.971,110.3342
TUGU,KARANGANYAR,Jerakah,Maret,3,170.0,5,1.0,0.0,0.029411764705882353,-0.048951048951048945,100.0,-6.971,110.3342
TUGU,KARANGANYAR,Jerakah,April,3,170.0,8,1.0,0.0,0.047058823529411764,-0.048951048951048945,100.0,-6.971,110.3342
TUGU,KARANGANYAR,Jerakah,Mei,3,170.0,8,0.0,0.0,0.047058823529411764,-0.048951048951048945,100.0,-6.971,110.3342
TUGU,KARANGANYAR,Jerakah,Juni,3,170.0,9,1.0,0.0,0.052941176470588235,-0.048951048951048945,100.0,-6.971,110.3342
TUGU,KARANGANYAR,Jerakah,Juli,3,170.0,9,0.0,0.0,0.052941176470588235,-0.048951048951048945,100.0,-6.971,110.3342
TUGU,KARANGANYAR,Jerakah,Agustus,3,170.0,8,0.0,0.0,0.047058823529411764,-0.048951048951048945,100.0,-6.971,110.3342
TUGU,KARANGANYAR,Jerakah,September,3,170.0,6,0.0,2.0,0.03529411764705882,-0.048951048951048945,100.0,-6.971,110.3342
TUGU,KARANGANYAR,Jerakah,Oktober,3,170.0,6,1.0,1.0,0.03529411764705882,-0.048951048951048945,100.0,-6.971,110.3342
TUGU,KARANGANYAR,Jerakah,November,3,170.0,6,1.0,1.0,0.03529411764705882,-0.048951048951048945,0.0,-6.971,110.3342
TUGU,KARANGANYAR,Jerakah,Desember,3,170.0,6,0.0,0.0,0.03529411764705882,-0.048951048951048945,0.0,-6.971,110.3342
CANDISARI,CANDILAMA,Jomblang,Januari,16,,20,0.0,0.0,,-0.4195804195804196,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jomblang,Februari,16,,26,6.0,0.0,,-0.4195804195804196,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jomblang,Maret,16,,27,1.0,0.0,,-0.4195804195804196,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jomblang,April,16,,29,2.0,0.0,,-0.4195804195804196,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jomblang,Mei,16,,26,1.0,1.0,,-0.4195804195804196,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jomblang,Juni,16,,26,0.0,0.0,,-0.4195804195804196,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jomblang,Juli,16,,26,,0.0,,-0.4195804195804196,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jomblang,Agustus,16,,26,1.0,1.0,,-0.4195804195804196,100.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jomblang,September,16,,25,0.0,0.0,,-0.4195804195804196,0.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jomblang,Oktober,16,,22,1.0,4.0,,-0.4195804195804196,0.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jomblang,November,16,,20,0.0,1.0,,-0.4195804195804196,0.0,"-7,0134","110,4318"
CANDISARI,CANDILAMA,Jomblang,Desember,16,,19,0.0,0.0,,-0.4195804195804196,0.0,"-7,0134","110,4318"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kidul,Januari,5,265.0,7,2.0,0.0,0.026415094339622643,-0.17832167832167833,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kidul,Februari,5,265.0,8,7.0,4.0,0.03018867924528302,-0.17832167832167833,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kidul,Maret,5,265.0,6,4.0,7.0,0.022641509433962263,-0.17832167832167833,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kidul,April,5,265.0,1,0.0,5.0,0.0037735849056603774,-0.17832167832167833,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kidul,Mei,5,265.0,1,0.0,0.0,0.0037735849056603774,-0.17832167832167833,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kidul,Juni,5,265.0,3,2.0,0.0,0.011320754716981131,-0.17832167832167833,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kidul,Juli,5,265.0,3,0.0,0.0,0.011320754716981131,-0.17832167832167833,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kidul,Agustus,5,265.0,4,3.0,2.0,0.01509433962264151,-0.17832167832167833,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kidul,September,5,265.0,2,0.0,2.0,0.007547169811320755,-0.17832167832167833,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kidul,Oktober,5,265.0,4,2.0,0.0,0.01509433962264151,-0.17832167832167833,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kidul,November,5,265.0,6,2.0,0.0,0.022641509433962263,-0.17832167832167833,0.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kidul,Desember,5,265.0,4,0.0,2.0,0.01509433962264151,-0.17832167832167833,0.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kulon,Januari,6,217.0,2,0.0,0.0,0.009216589861751152,0.486013986013986,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kulon,Februari,6,217.0,4,2.0,0.0,0.018433179723502304,0.486013986013986,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kulon,Maret,6,217.0,2,0.0,2.0,0.009216589861751152,0.486013986013986,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kulon,April,6,217.0,5,3.0,0.0,0.02304147465437788,0.486013986013986,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kulon,Mei,6,217.0,4,1.0,0.0,0.018433179723502304,0.486013986013986,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kulon,Juni,6,217.0,6,2.0,0.0,0.027649769585253458,0.486013986013986,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kulon,Juli,6,217.0,6,0.0,0.0,0.027649769585253458,0.486013986013986,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kulon,Agustus,6,217.0,5,0.0,1.0,0.02304147465437788,0.486013986013986,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kulon,September,6,217.0,7,2.0,0.0,0.03225806451612903,0.486013986013986,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kulon,Oktober,6,217.0,7,0.0,0.0,0.03225806451612903,0.486013986013986,100.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kulon,November,6,217.0,8,1.0,0.0,0.03686635944700461,0.486013986013986,0.0,"-6,9942","110,3797"
SEMARANG BARAT,LEBDOSARI,Kalibanteng Kulon,Desember,6,217.0,7,0.0,1.0,0.03225806451612903,0.486013986013986,0.0,"-6,9942","110,3797"
PEDURUNGAN,TLOGOSARI KULON,Kalicari,Januari,11,347.0,0,0.0,0.0,0.0,0.038461538461538464,100.0,-6.9808,110.4575
